NO,TAHUN,URAIAN,PIHAK,STATUS_FINAL,SUMBER_KEPUTUSAN,PERLU_VERIFIKASI,PANJANG_TEKS,JUMLAH_KATA,KATEGORI,RISIKO_RULE
68,2023,"Pada hari Kamis, 27 Juli 2023 telah dilaksanakan aksi unjuk rasa terkait penutupan tambang emas di wilayah Desa Pancurendang Kecamatan Ajibarang",Pemerintah dengan penambang emas,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,144,21,Warga vs Perusahaan/Tambang/Lembaga Keuangan,Sedang
69,2023,"Pada hari Kamis, 3 Agustus 2023 telah dilaksanakan aksi unjuk rasa protes kebisingan tempat karaoke “Fifa Executive Karaoke” yang dilakukan oleh Forum warga 567 Mangunjaya",Forum Warga 567 Mangunjaya dengan Fifa Executive karaoke,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,171,25,Warga/Masyarakat vs Pemerintah,Sedang
70,2023,"Pada hari Selasa, 2 Agustus 2023 telah dilaksanakan aksi unjuk rasa dan eksekusi tanah dan bangunan di Jl. Ahmad Yani Kelurahan Sokanegara",PN Purwokerto dengan warga,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,138,22,Warga/Masyarakat vs Pemerintah,Sedang
71,2023,"Pada hari Kamis, 28 September 2023 telah dilaksanakan aksi kamisan memperingati pelanggaran HAM Berat di Indonesia oleh BEM Unsoed Purwokerto",Mahasiswa dengan Pemerintah,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,141,20,Mahasiswa vs Pemerintah/Kampus,Sedang
72,2023,"Pada hari Selasa, 3 Oktober 2023 telah dilaksanakan aksi unjuk rasa pengemudi ojek online (ojol) menuntut penyesuaian tarif ojol",Aplikator dengan driver ojol,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,128,19,Driver/Ojol vs Aplikator/Pemerintah,Sedang
73,2023,Pada hari Jumat 24 November 2023 telah dilaksanakan aksi unjuk rasa Masyarakat Klapagading Kulon dengan Pemerintah Desa,Masyarakat dengan Pemerintah Desa,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,119,17,Warga/Masyarakat vs Pemerintah,Sedang
74,2023,"Pada hari Jumat 24 November 2023 telah dilaksanakan Aksi Damai Peduli Palestina bersama dengan Ormas-Ormas Islam dan Masyarakat Kab. Banyumas, di Halaman Menara Pandang Teratai, Jln. Bung Karno, Kel. Kedungwuluh, Kec. Purwokerto Barat",Mayarakat dengan Pemerintah,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,234,33,Antar Ormas,Sedang
75,2023,Pada hari Sabtu 2 Desember 2023 telah dilaksanakan Audensi masyarakat Klapagading Kulon dengan Pemda,Masyarakat Desa dengan Pemerintah,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,100,14,Warga/Masyarakat vs Pemerintah,Sedang
76,2023,"Pada hari Selasa 5 Desember 2023 telah dilaksanakan aksi damai paguyuban AJimas Jaya, Paguyuban pedagang pasar Ajibarang di Halaman Pasar.",Paguyuban Ajimas Jaya Pedagang Pasar ajibarang dengan Pemda,Belum Diketahui,"Data bersih 2023 (tidak tersentuh proses rekonstruksi, sumber mentah tdk tersedia)",False,138,20,Pedagang vs Pemerintah/Pengelola Pasar,Sedang
77,2024,Pada Tanggal 17 Januari 2024 Musyawarah desa (Musdes) antara warga desa dengan Pemdes Pamijen terkait dengan dugaan tindakan asusila/perzinaan yang dilakukan oleh Kades Pamijen bertempat di Balai Desa Pamijen,Warga dengan Pemerintah Desa,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,208,29,Warga/Masyarakat vs Pemerintah,Rendah
78,2024,Pada Tanggal 18 Januari 2024 Aksi unjuk rasa mahasiswa UIN Saizu dan Unwiku Purwokerto dalam rangka peringatan mengenang tragedi kasus pelanggaran HAM masa lalu di Indonesia bertempat di Bundaran Tugu Pembangunan,Mahasiswa dengan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,212,31,Mahasiswa vs Pemerintah/Kampus,Sedang
79,2024,Pada Tanggal 13 Februari 2024 Audiensi terkait Netralitas Rektor UniversitasMuhammadiyah Purwokerto (UMP) dalam Pemilu 2024 yang dilakukan oleh Mahasiswa dalam rangka klarifikasi terkait adanya statementberupaapresiasiRektorUMP terhadapkinerjaPresiden JokoWidodo bertempat di Gedung Rektorat UMP,Mahasiswa dengan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,295,32,Mahasiswa vs Pemerintah/Kampus,Rendah
80,2024,Pada Tanggal 19 Februari 2024 Aksi mimbar bebas oleh BEM se Banyumas terkait darurat demokrasi pemilu belum usai bertempat di gerbang Gerbang Pendopo Pemkab Banyumas SOSIAL BUDAYA,Mahasiswa dengan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.89)",False,179,27,Mahasiswa vs Pemerintah/Kampus,Sedang
81,2024,Pada Tanggal 5 Maret 2024 Aksi unjuk rasa terkait dugaan dugaan tindakan asusila/perzinaan yang dilakukan oleh Kades Wlahar bertempat di halaman Balai Desa Wlahar,WAliaarngsai Rdeankgyaant dengan Pemerintah Desa,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.87)",False,162,24,Warga/Masyarakat vs Pemerintah,Sedang
82,2024,Pada Tanggal 6 Maret 2024 Aksi relawan pendukung Capres dan Cawapres no. 3 (Ganjar - Mahfud) yang mengatasnamakan Aliansi Rakyat Menggugat Kabupaten Banyumas dalam rangka penegakan demokrasi di Indonesia bertempat di Alun - Alun Purwokerto,Mahasiswa dengan Rektorat Unsoed,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.90)",False,239,35,Mahasiswa vs Pemerintah/Kampus,Sedang
83,2024,Pada Tanggal 19 Maret 2024 Mediasi terkait tindaklanjut debitur warga desa Bojongsari oleh Sakato Tiger dengan True Finance di Kantor Cabang True Finance Purwokerto,Sakato Tiger dengan True Finance,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,164,24,Warga vs Perusahaan/Tambang/Lembaga Keuangan,Rendah
84,2024,Pada Tanggal 16 April 2024 Aksi Unjuk Rasa Organisasi Persaudaraan Sakato Tiger (SAKTI) terkait dengan penarikan unit Truck COLTFS 73 TC a.n Abdullah bertempat di PT. True Finance Kantor cabang Purwokerto,Sakato Tiger dengan True Finance,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,204,31,Antar Ormas,Sedang
85,2024,Pada Tanggal 26 April 2024 Aksi unjuk rasa Mahasiswa Unsoed terkait penolakan kenaikan Uang Kuliah Tunggal (UKT) tahun 2024 bertempat di Rektorat Unsoed SOSIAL BUDAYA,Mahasiswa dengan Rektorat Unsoed,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.96)",False,166,25,Mahasiswa vs Pemerintah/Kampus,Sedang
86,2024,Pada Tanggal 2 mei 2024 Aksi Kamisan Dalam Rangka Menuntut Penyelesaian Kasus HAM yang belum terselesaikan bertempat di Tugu Pembangunan,Mahasiswa dengan Warga dengan Pemerintah Pemerintah Desa,Tertangani,"Data bersih (similarity sedang=0.77 vs hasil rekonstruksi, disarankan cek manual)",True,136,20,Mahasiswa vs Pemerintah/Kampus,Sedang
87,2024,Pada Tanggal 3 Mei 2024 Aksi unjuk rasa Mahasiswa Banyumas Memperingati Hari Buruh Internasional dan Hardiknas terkait Komersialisasi Pendidikan dan Penolakan U Omnibuslaw di Alun - Alun Purwokerto,Mahasiswa dengan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.93)",False,197,28,Mahasiswa vs Pemerintah/Kampus,Sedang
88,2024,Pada Tanggal 6 Mei 2024 Audiensi Pembahasan Tarif Angkutan Sewa Khusus (ASK) oleh Paguyuban Ojol bertempat di Ruang Fraksi PDIP DPRD Kab. Banyumas,Paguyuban Ojol dengan Pengusaha,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,146,23,Driver/Ojol vs Aplikator/Pemerintah,Rendah
89,2024,Pada Tanggal 5 Juni 2024 Audiensi Warga Klapagading Kulon terkait penolakan perpanjangan masa jabatan Kepala Desa Klapagading Kulon karena masih dalam proses hukum bertempat di Ruang Rapat Wabup Purwokerto,Warga dengan Pemerintah Desa,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,205,29,Warga/Masyarakat vs Pemerintah,Rendah
90,2024,Pada Tanggal 1 Juni 2024 Aksi damai dari elemen Mahasiswa HMI Purwokerto terkait penolakan terhadap kriminalisasi Pendidikan dan Kebijakan Presiden / Pemerintah terkait TAPERA SOSIAL BUDAYA,Mahasiswa dengan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.96)",False,189,26,Mahasiswa vs Pemerintah/Kampus,Sedang
91,2024,Peristiwa Kedatangan Paguyuban Pasar (perwakilan 28 Pasar) se Kabupaten Banyumas terkait Penolakan Penerapan tentang Pajak Daerah dan Retribusi Daerah bertempat Kompleks Pendopo Si Panji Purwokerto,Paguyuban Pedagang Warga dengan dengan Pemerintah Pemerintah Desa,Tertangani,"Data bersih (similarity sedang=0.78 vs hasil rekonstruksi, disarankan cek manual)",True,197,25,Pedagang vs Pemerintah/Pengelola Pasar,Sedang
92,2024,Pada Tanggal 18 Juli 2024 Aksi Kamisan oleh Kelompok Aksi Kamisan Purwokerto dengan tema Pelanggaran Ham Berat di Indonesia dan Pelanggaran Hukum yang dilakukan Anggota Polri bertempat di Tugu Pembangunan,Mahasiswa dengan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,204,30,Mahasiswa vs Pemerintah/Kampus,Sedang
93,2024,Pada Tanggal 23 Juli 2024 Ponalakan Eksekusi Tanah dan Bangunan seluas 280 m2 oleh Pengadilan Agama Banyumas yang semula tercatat a.n Pendiri MI Ma'aruf NU Kedungrandu Alm. Bapak Cholisun menjadi a.n Sekh Baqir bertempat di MI Ma'aarif Kedungrandu,Kelompok Masyarakat dengan Warga,Dalam Proses,"Data bersih (similarity sedang=0.48 vs hasil rekonstruksi, disarankan cek manual)",True,247,38,Warga/Masyarakat vs Pemerintah,Sedang
94,2024,Pada Tanggal 14 Agustus 2024 Aksi Damai mengutarakan pendapat di muka umum oleh Ormas SAKTI (Sakato Tiger) dan Ormas CBR (Camp Bebas Riba),SAKTI (Sakato Tiger) dan CBR (Camp Bebas Riba),Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.85)",False,138,23,Antar Ormas,Sedang
95,2024,"Pada Tanggal 2 Agustus 2024 Aksi Kamisan ke - 19 oleh Kelompok Aksi Kamisan Purwokerto dengan tema ""Aksi Darurat Selamatkan Demokrasi bertempat di Tugu Pembangunan SOSIAL BUDAYA",Kelompok Aksi Kamisan dan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.90)",False,177,27,Mahasiswa vs Pemerintah/Kampus,Sedang
96,2024,"Pada Tanggal 23 Agustus 2024 Aksi Unjuk Rasa terkait dukungan terhadap Keputusan dan Putusan MK serta Menolak RUU Pilkada oleh Elemen Dosen, Guru Besar, Mahasiswa, Tenaga Kependidikan dan Alumni UNSOED (Laskar Sudirman) bertempat di Patung Kuda Unsoed Purwokerto","Warga dengan Elemen Dosen, Guru Pemerintah Desa Besar, Mahasiswa, Tenaga Kependidikan dan Alumni UNSOED dan Pemerintah",Tertangani,Data bersih (tidak ada padanan di hasil rekonstruksi -- dipertahankan apa adanya),False,262,38,Mahasiswa vs Pemerintah/Kampus,Sedang
97,2024,"Pada Tanggal 23 Agustus 2024 Aksi Mimbar Bebas Kawal Putusan MK dengan Tema ""Demokrasi Dipinggir Jurang"" oleh Gerakan Marhaenis Indonesia Kab. Banyumas bertempat di depan Gedung DPRD Kabupaten Banyumas",Gema Indonesia dan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.95)",False,201,29,Lainnya,Sedang
98,2024,"Pada Tanggal 23 Agustus 2024 Aksi Unjuk Rasa Merespon 10 Tahun Pendindasan Jokowi dan Penolakan RUU Pilkada dengan tema ""Banyumas Adili Jokowi : Demokrasi Mati Saatnya Revolusi"" bertempat di depan Gedung DPRD Banyumas",Masyarakat dan Seluruh Mahasiswa Banyumas dengan Pemerintah,Tertangani,"Data bersih (similarity sedang=0.57 vs hasil rekonstruksi, disarankan cek manual)",True,217,33,Mahasiswa vs Pemerintah/Kampus,Sedang
99,2024,Pada Tanggal 5 September 2024 Aksi Kamisan Dalam Rangka Menuntut Penyelesaian Kasus HAM yang Belum Terselesaikan dan Mendapat keadilan oleh Kelompok Aksi Kamisan Purwokerto bertempat di Tugu Pembangunan SOSIAL BUDAYA,Kelompok Aksi Kamisan Purwokerto dan Pemerintah,Tertangani,"Data bersih (similarity sedang=0.48 vs hasil rekonstruksi, disarankan cek manual)",True,216,30,Mahasiswa vs Pemerintah/Kampus,Sedang
100,2024,Aksi Penyampaian Aspirasi terkait Tindakan Asusila Antara Kasi Kesdaya Desa Karangdadap dengan Kaur Perencanaan oleh Warga Desa Karangdadap bertempat di Balai Desa Krangdadap Banyumas,Warga Desa dengan WPeamrgeari ndteanhg Dane sa Pemerintah Desa,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.92)",False,183,24,Warga/Masyarakat vs Pemerintah,Sedang
101,2024,Pada Tanggal 9 September 2024 Aksi Unjuk Rasa Warga Desa Karangdadap Kec. Kalibagor menuntut perangkat desa yang diduga melakukan tindakan asusila kepada salah satu warga di Masjid Desa Karangdadap,Masyarakat dengan Pemerintah Desa,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.92)",False,197,29,Warga/Masyarakat vs Pemerintah,Sedang
102,2024,"Pada Tanggal 12 September 2024 Aksi Damai dengan tema ""Mengawal Pilkada Damai"" oleh Jaringan Masyarakat Banyumas bertempat di Depan Kantor Sekretariat Daerah Kabupaten Banyumas",Masyarakat dengan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.92)",False,176,24,Konflik Politik/Pemilu,Sedang
103,2024,Pada Tanggal 18 Oktober 2024 Aksi Unjuk Rasa Warga Desa Binangun Kecamatan Banyumas terkait Dua Perangkat Desa yang memalsukan Tandan Tangan BPD Desa Binangun dalam dokumen RABDes Perubahan 2024,Masyarakat dengan Pemerintah Desa,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,194,29,Warga/Masyarakat vs Pemerintah,Sedang
104,2024,Pada Tanggal 21 Oktober 2024 Aksi Unjuk Rasa oleh Elemen - Elemen Mahasiswa BEM Universitas di Purwokerto untuk menyambut secara berkabung pemerintahan Prabowo - Gibran di Alun- Alun Purwokerto SOSIAL BUDAYA,Mahasiswa dengan Pemerintah,Tertangani,"Data bersih (similarity sedang=0.47 vs hasil rekonstruksi, disarankan cek manual)",True,207,31,Mahasiswa vs Pemerintah/Kampus,Sedang
105,2024,"Pada Tanggal 24 Oktober 2024 Aksi Kamisan oleh Mahasiswa dengan tema ""Perlawanan terhadap Rezim Neo Orde Baru dan pelanggaran HAM"" bertempat di Tugu Pembangunan Purwokerto",Mahasiswa dengan WPeamrgeari ndteanhgan Pemerintah Desa,Tertangani,"Data bersih (similarity sedang=0.67 vs hasil rekonstruksi, disarankan cek manual)",True,171,25,Mahasiswa vs Pemerintah/Kampus,Sedang
106,2024,Pada Tanggal 24 Oktober 2024 Aksi Unjuk Rasa oleh Driver Online Banyumas terkait dengan aplikator Maxim yang dianggap tidak fair terhadap penerapan tarif bertempat di depan Gedung Sekretariat Daerah Kabupaten Banyumas,Driver Online Banyumas dengan Aplikator Maxim,Tertangani,"Data bersih (similarity sedang=0.44 vs hasil rekonstruksi, disarankan cek manual)",True,217,31,Driver/Ojol vs Aplikator/Pemerintah,Sedang
107,2024,"Pada Tanggal 31 Oktober 2024 Aksi Kamisan - 30 tema ""Tolak Pemberian gelar Pahlawan Nasional Untuk Soeharto bertempat di Tugu Pembangunan",Mahasiswa dengan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=1.00)",False,137,21,Mahasiswa vs Pemerintah/Kampus,Sedang
108,2024,Pada Tanggal 4 November 2024 Audiensi Ormas Sakato Tiger Banyumas dengan DPMTSP Kabupaten Banyumas Tekait Dokumen Perizinan Tower Komunikasi di Desa Karangsalam Lor Kec. Baturaden,Ormas dengan Pemerintah,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.94)",False,179,25,Antar Ormas,Rendah
109,2024,Pada Tanggal 26 November 2024 Aksi Unjuk Rasa oleh Pendukung Paslon Andika-Hendi terkait Menuntut Klarifikasi dari Sdr. Supriyanto terkait aliran Dana Sembako untuk Pemenangan Paslon Gubernur-Wakil Gubernur No. urut 2 bertempat di Bawaslu Kabupaten Banyumas,Antar Tim Sukses Pilgub Jawa Tengah Kabupaten Banyumas,Tertangani,"Data bersih (tervalidasi via rekonstruksi, similarity=0.85)",False,257,35,Konflik Politik/Pemilu,Sedang
110,2024,"Pada Tanggal 23 Agustus 2024 Aksi Unjuk Rasa terkait dukungan Warga dengan terhadap Keputusan dan Putusan MK P E e le m m e e r n in D ta o h s D en e , s G a uru serta Menolak RUU Pilkada oleh Besar, Mahasiswa, Elemen Dosen, Guru Besar, Tenaga Kependidikan Mahasiswa, Tenaga Kependidikan dan dan Alumni UNSOED Alumni UNSOED (Laskar Sudirman) dan Pemerintah bertempat di Patung Kuda Unsoed Purwokerto",,Tertangani,KANDIDAT RECORD BARU dari rekonstruksi (tidak ada di data bersih sebelumnya) -- WAJIB VERIFIKASI ke PDF asli,True,400,73,Mahasiswa vs Pemerintah/Kampus,Sedang
111,2025,Pada Tanggal 15 Januari 2025 Mediasi antara Ormas Pemuda Pancasila dan GRIB Jaya serta menyikapi kejadian bentrok antara Pemuda Pancasila dengan GRIB Jaya di Blora pertemuan diinisiasi oleh Forkopimda Banyumas,Pemuda Pancasila dengan GRIB Jaya,Belum Diketahui,"Data bersih (similarity sedang=0.57 vs hasil rekonstruksi, disarankan cek manual)",True,209,30,Antar Ormas,Tinggi
112,2025,Pada Tanggal 16 Januari 2025 Kegiatan aksi kamisan oleh Mahasiswa Purwokerto dengan issue 18 tahun Aksi Kamisan Lupa Menolak Impunitas,Mahasiswa dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.90)",False,134,20,Mahasiswa vs Pemerintah/Kampus,Sedang
113,2025,Pada Tanggal 16 Januari 2025 Musyawarah permintaan kenaikan pembayaran kompensasi kepada warga RW 01 Desa Tiparkidul Kec. Ajibarang yang terdampak kebisingan mesin produksi oleh PT STAR,Warga Desa dengan PT STAR,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.97)",False,185,26,Warga vs Perusahaan/Tambang/Lembaga Keuangan,Rendah
114,2025,Pada Tanggal 20 Januari 2025 Rapat koordinasi persiapan test DNA permasalahan Kepala Desa Gumelar Lor Kec. Tambak,Warga dengan Kepala Desa,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.89)",False,113,17,Warga/Masyarakat vs Pemerintah,Rendah
115,2025,Pada Tanggal 2 Januari 2025 Audiensi Paguyuban Ajimas Jaya Pedagang Pasar Induk Ajibarang dengan Ketua DPRD Kabupaten Banyumas dalam rangka Audiensi terkait rencana pembongkaran 4 kios Pasar Ajibarang,Paguyuban Ajimas Jaya Pedagang Pasar Induk Ajibarang dengan Pemerintah,Belum Diketahui,"Data bersih (similarity sedang=0.53 vs hasil rekonstruksi, disarankan cek manual)",True,200,28,Pedagang vs Pemerintah/Pengelola Pasar,Rendah
116,2025,Pada Tanggal 17 Februari 2025 Aksi damai forum komunikasi RT RW Darmakradenan mendatangani komplek Crusher Gadog PT STAR / titik awal proyek Land Grading jalur Darmakradenan Ajibarang – Karangkemojing Gumelar,Warga dengan PT STAR,Belum Diketahui,"Data bersih (similarity sedang=0.50 vs hasil rekonstruksi, disarankan cek manual)",True,208,30,Warga vs Perusahaan/Tambang/Lembaga Keuangan,Sedang
117,2025,Pada Tanggal 19 Februari 2025 Aksi unjukrasa oleh Aliansi Mahasiswa Banyumas terkait HUT Banyumas dan Indonesia Gelap,Mahasiswa dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.88)",False,117,17,Mahasiswa vs Pemerintah/Kampus,Sedang
118,2025,Pada Tanggal 21 Maret 2025 Aksi unjukrasa tolak RUU TNI oleh elemen Mahasiswa yang tergabung dalam Aliansi Mahsiswa Banyumas Raya bertempat di,Mahasiswa dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.90)",False,142,22,Mahasiswa vs Pemerintah/Kampus,Sedang
119,2025,Pada Tanggal 29 Maret 2025 Aksi pernyataan sikap dukungan terhadap RUU TNI oleh Forum Masyarakat Banyumas Peduli NKRI di Lapangan Menara Teratai,Forum Masyarakat Banyumas Peduli dengan Pemerintah,Belum Diketahui,"Data bersih (similarity sedang=0.84 vs hasil rekonstruksi, disarankan cek manual)",True,144,22,Warga/Masyarakat vs Pemerintah,Sedang
120,2025,Pada Tanggal 9 April 2025 Aksi protes oleh warga akibat kerusakan jalan kabupaten di Desa Ciberem dan Banteran Kecamatan Sumbang dengan cara memasang pot tanaman dan menutup lubang.,Warga dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.93)",False,181,28,Warga/Masyarakat vs Pemerintah,Sedang
121,2025,Pada Tanggal 13 April 2025 Konsolidasi aksi solidaritas untuk palestina oleh BEM Universitas Jenderal Soedirman (UNSOED) Purwokerto bertempat di Pendopo PKM Unsoed,Mahasiswa dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.91)",False,163,22,Mahasiswa vs Pemerintah/Kampus,Sedang
122,2025,Pada Tanggal 14 April 2025 Audiensi pembahasan perizinan Sapphire membahas penyelesaian issue dan keresahan warga Masyarakat Sapphire Mansion Purwokerto bertempat di RM. Table Nine Kitchen and resto,Warga dengan Sapphire Mansion,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.92)",False,198,27,Warga vs Perusahaan/Tambang/Lembaga Keuangan,Rendah
123,2025,"Pada Tanggal 16 April 2025 Audiensi damai dan laporan pengaduan serta dukungan terhadap Polri oleh Pwi, LS, Tribhata dan Aliansi Banyumas Bergerak terkait adanya statement Habib Riezieq Shihab","Pwi, LS, Tribhata, Aliansi Banyumas Bergerak dengan Habib Riezieq Shihab",Belum Diketahui,"Data bersih (similarity sedang=0.84 vs hasil rekonstruksi, disarankan cek manual)",True,192,28,Lainnya,Rendah
124,2025,Pada Tanggal 17 April 2025 Audiensi GP Ansor Banser Banyumas dengan Bupati Banyum as terkait rencana kegiatan Harlah Ansor Banser Ke – 91 tingkat Nasional yang rencana terpusat di Gor Satria Purwokerto,Warga dengan GP Ansor,Belum Diketahui,"Data bersih (similarity sedang=0.84 vs hasil rekonstruksi, disarankan cek manual)",True,201,32,Antar Ormas,Rendah
125,2025,Pada Tanggal 24 April 2025 Aksi kamisan oleh mahasiswa Purwokerto menuntut pengusutan pelanggaran HAM masa lalu bertempat di Tugu Pembangunan Purwokerto,Mahasiswa dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.92)",False,152,21,Mahasiswa vs Pemerintah/Kampus,Sedang
126,2025,Pada Tanggal 26 April 2025 Seruan konsolidasi oleh BEM Unsoed memperingati Hari Buruh bertempat di PKM Unsoed Purwokerto,Mahasiswa dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.90)",False,120,18,Mahasiswa vs Pemerintah/Kampus,Sedang
127,2025,Pada Tanggal 28 April 2025 Penyampaian aspirasi dari peserta P3D Desa Karangdadap yang tidak lolos seleksi P3D yang dianggap tidak transparan oleh Panitia P3D,Peserta seleksi dengan perangkat desa,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.89)",False,158,24,Warga/Masyarakat vs Pemerintah,Sedang
128,2025,"Pada hari Senin tanggal 28 April 2025 pukul 10.30 s.d 12.15 WIB di Balaidesa Karangdadap, Kec. Kalibagor, Kab. Banyumas telah dilaksanakan penyampaian aspirasi dari peserta P3D Ds. Karangdadap yang tidak lolos seleksi terkait pelaksanaan seleksi P3D desa (Penjaringan Penyaringan Perangkat Desa) yang dianggap tidak transparan oleh panitia P3D (Penjaringan Penyaringan Perangkat Desa)",Masyarakat dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.96)",False,384,52,Warga/Masyarakat vs Pemerintah,Sedang
129,2025,"Pada hari Kamis, tanggal 1 Mei 2025, di Alun-Alun Purwokerto, jln. Jenderal Sudirman, Kel. Sokanegara, Kec. Purwokerto Timur, Kab. Banyumas telah dilaksanakan aksi mimbar bebas mahasiswa Banyumas dalam rangka Peringatan Hari Buruh Internasional (Mayday)",Mahasiswa dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.95)",False,253,34,Mahasiswa vs Pemerintah/Kampus,Sedang
130,2025,"Pada hari Jum'at, tanggal 2 Mei 2025, di Alun-Alun Purwokerto, jln. Jenderal Sudirman, Kel. Sokanegara, Kec. Purwokerto Timur, Kab. Banyumas telah dilaksanakan Aksi mimbar bebas mahasiswa se-Banyumas dalam rangka peringatan Hari Pendidikan Nasional (Hardiknas)",Mahasiswa dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.95)",False,260,34,Mahasiswa vs Pemerintah/Kampus,Sedang
131,2025,"Pada hari Rabu tanggal 07 Mei 2025, Bertempat di Jalan Raya Sumpiuh turut Kelurahan Kebokura Rt 01 / 01 Kecamatan Sumpiuh, Kabupaten Banyumas telah terjadi kejadian arak-arakan sepeda motor SMK Tamtama Kroya dan SMK Maarif Kroya Kabupaten Cilacap memprovokasi SMK Giripuro Sumpiuh.",Pelajar SMK Tamtama Kroya dan SMK Maarif Kroya Kabupaten Cilacap dengan pelajar SMK Giripuro Sumpiuh.,Belum Diketahui,Data bersih (tidak ada padanan di hasil rekonstruksi -- dipertahankan apa adanya),False,281,42,Konflik Pendidikan/Pelajar,Sedang
132,2025,Pada Tanggal 15 Mei 2025 Pemasangan Spanduk Penolakan Aset Kebondalem oleh Masyarakat Peduli Kebondalem di depan Eks Toko Metro Kebondalem,Masyarakat Peduli Kebondalem dengan Pemerintah Daerah,Belum Diketahui,"Data bersih (similarity sedang=0.83 vs hasil rekonstruksi, disarankan cek manual)",True,138,20,Warga/Masyarakat vs Pemerintah,Sedang
133,2025,Pada Tanggal 18 Mei 2025 Konsolidasi peringatan 28 tahun hari reformasi nasional dengan tema “BangkitnyaPerlawanan untuk Amanah Reformasi” oleh Mahasiswa Banyumas Raya di halaman Auditorium UMP,Mahasiswa Banyumas Raya dengan Pemerintah,Belum Diketahui,"Data bersih (tervalidasi via rekonstruksi, similarity=0.90)",False,193,26,Mahasiswa vs Pemerintah/Kampus,Sedang
